longitudinal_distribution_cr,longitudinal_distribution_er,longitudinal_distribution_mr,longitudinal_distribution_hr,longitudinal_distribution_ep,longitudinal_distribution_mp,longitudinal_distribution_est,longitudinal_distribution_out,transversal_distribution_rich,transversal_distribution_bcsa,transversal_distribution_ppdsa,transversal_distribution_mapb,transversal_distribution_tmpw,transversal_distribution_lake,transversal_distribution_gw,altitude_low,altitude_pie,altitude_alt,substrate_fbcp,substrate_grvl,substrate_sand,substrate_silt,substrate_macp,substrate_micp,substrate_twro,substrate_odli,substrate_mud,current_velocity_null,current_velocity_slow,current_velocity_medium,current_velocity_fast,temperature_psy,temperature_the,temperature_eut,p_h_4,p_h_4_4_5,p_h_4_5_5,p_h_5_5_5,p_h_5_5_6,p_h_6,salinity_frw,salinity_brw,saprobity_x,saprobity_o,saprobity_b,saprobity_a,saprobity_p,trophic_status_oli,trophic_status_meso,trophic_status_eu,food_mior,food_detl1,food_dpg1,food_limi,food_lima,food_dag1,food_lmic,food_lmac,food_vert,feeding_habits_abs,feeding_habits_dpf,feeding_habits_shr,feeding_habits_scr,feeding_habits_fif,feeding_habits_pie,feeding_habits_pre,feeding_habits_par,locomotion_flr,locomotion_ssw,locomotion_wsw,locomotion_crw,locomotion_bur,locomotion_int,locomotion_tat,locomotion_pat,respiration_teg,respiration_gil,respiration_pls,respiration_spi,respiration_ves,resistance_forms_egg,resistance_forms_coc,resistance_forms_hou,resistance_forms_did,resistance_forms_non,maximal_potential_size_0_25_cm,maximal_potential_size_0_25_0_5_cm,maximal_potential_size_0_5_1_cm,maximal_potential_size_1_2_cm,maximal_potential_size_2_4_cm,maximal_potential_size_4_8_cm,maximal_potential_size_8_cm,dispersal_aquatic_passive,dispersal_aquatic_active,dispersal_aerial_passive,dispersal_aerial_active,life_cycle_duration_1_year,life_cycle_duration_1_year_2,potential_number_of_cycles_per_year_1,potential_number_of_cycles_per_year_1_2,potential_number_of_cycles_per_year_1_3,reproduction_ovo,reproduction_fie,reproduction_cie,reproduction_fic,reproduction_frc,reproduction_vec,reproduction_tec,reproduction_ase,aquatic_stages_egg,aquatic_stages_larva,aquatic_stages_nymph,aquatic_stages_adult
0.05263157894736842,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.2631578947368421,0,0.21428571428571427,0.2857142857142857,0,0.2857142857142857,0.21428571428571427,0,0.6,0.4,0,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0.45454545454545453,0,0,0.18181818181818182,0.09090909090909091,0.75,0.25,0,0,0,0.25,0.75,0,1,1,2,3,3,0.6,0.4,0,0,0.6,0.4,0,0,0.5,0.5,0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1111111111111111,0,0.1111111111111111,0,0,0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,1,0,0,0.25,0.75,0.6,0.2,0.2,0,0,0,0,0,0.5,0.5,0,0
0.1,0.1,0.1,0,0.2,0.2,0,0.3,0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0,0,0,0.1111111111111111,0.4444444444444444,0,0.2222222222222222,0.2222222222222222,0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0,0,1,0,1,2,3,3,3,0.75,0.25,0,0.2,0.4,0.4,0,0.2,0.6,0.2,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0.3333333333333333,0.16666666666666666,0,0.5,0.75,0.25,0.2,0.6,0.2,0,0,0,0,0,1,0,0,0.4,0.6,0,0
0,0,0,0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0,0.2,0.6,0,0,0,0.2,0,1,0,0,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.15384615384615385,0,0,0,0,0.23076923076923078,0.5,0.5,0,0,0,1,0,0,0,0,0,1,3,0.5,0.5,0,0,0,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0.25,0.75,0,0,0,0,0,0.25,0,0.75,0,0,0,0,0.25,0.75,0,0.75,0.25,0,0,0,1,0,0.5,0.5,0.75,0.25,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0.14285714285714285,0.14285714285714285,0.2857142857142857,0,0.14285714285714285,0.14285714285714285,0,0.14285714285714285,0.8333333333333334,0.16666666666666666,0,0,0,0,0,0.6,0.4,0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.14285714285714285,0,0,0,0.14285714285714285,0.21428571428571427,0,0.4,0.4,0.2,0.25,0,0.75,0,0,2,3,3,2,1,0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.8,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0.4,0.6,0,0.4,0,0,0.6,0,1,1,0,0,0,0.75,0,0,0,0,0.25,0,0.4,0.6,0,0
0.125,0.125,0.125,0,0,0,0,0.625,0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,0.6,0.4,0,0,0,0,0,0.6,0,0,0.4,0,0.75,0.25,0,0,0,0,1,2,2,3,3,3,3,0.6,0.4,0,0.16666666666666666,0.3333333333333333,0.5,0,0.16666666666666666,0.5,0.3333333333333333,0,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0,0,0,0,0.2,0.2,0,0.6,0,0,0.16666666666666666,0,0.8333333333333334,0,0,0,0,0,0.16666666666666666,0,0.3333333333333333,0.5,0,0,0,0,1,0,0,0,0.4,0.6,0,0,0,0,0.42857142857142855,0.14285714285714285,0.42857142857142855,1,0,0,0.6,0.4,0,0,0.25,0.5,0,0.25,0,0,0.375,0.375,0,0.25
0.013333333333333334,0.09333333333333332,0.10666666666666667,0.09333333333333332,0.02666666666666667,0.02666666666666667,0.04,0.6,0.0375,0.1625,0.2875,0.1,0.1125,0.3,0,0.6341463414634148,0.29268292682926833,0.07317073170731708,0.07042253521126761,0.05633802816901409,0.09859154929577464,0.05633802816901409,0.3380281690140845,0.028169014084507046,0.028169014084507046,0.22535211267605637,0.09859154929577464,0.6285714285714286,0.3142857142857143,0.05714285714285714,0,0,0,1,1,1.2,2.2,2.7,2.6,2.6,0.6590909090909091,0.3409090909090909,0,0.2857142857142857,0.3333333333333333,0.38095238095238093,0,0.30434782608695654,0.3695652173913044,0.32608695652173914,0,0,0.1267605633802817,0.23943661971830987,0.16901408450704225,0.05633802816901409,0.36619718309859156,0.04225352112676056,0,0,0,0.36363636363636365,0.2272727272727273,0,0.4090909090909091,0,0,0.14035087719298245,0.03508771929824561,0.7894736842105263,0.03508771929824561,0,0,0,0,0.1754385964912281,0,0.33333333333333337,0.4912280701754386,0,0,0,0,1,0,0.08571428571428572,0.08571428571428572,0.7428571428571429,0.08571428571428572,0,0,0,0.12244897959183672,0.42857142857142855,0.06122448979591836,0.38775510204081626,0.9375,0.0625,0,0.4444444444444444,0.5555555555555555,0,0,0.27272727272727276,0.6363636363636364,0,0.09090909090909093,0,0,0.3703703703703704,0.3703703703703704,0,0.2592592592592593
0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.5,0.5,0,0,0,0,0,1,0,0,0.23076923076923078,0,0,0.23076923076923078,0.23076923076923078,0,0.23076923076923078,0.07692307692307693,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,3,0.5,0.5,0,0.2,0.6,0.2,0,0,0.6666666666666666,0.3333333333333333,0,0.4,0.4,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,0.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.2727272727272727,0.18181818181818182,0.2727272727272727,0,0,0.2727272727272727,0,1,0,0,0,0,0,0.14285714285714285,0.42857142857142855,0,0,0.42857142857142855,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,3,0.75,0.25,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0.5714285714285714,0.42857142857142855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3333333333333333,0.5,0,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0,0,0.0625,0.125,0.0625,0,0.125,0.625,0,0.08333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,1,0,0,0,0,0,0,0.5714285714285714,0.14285714285714285,0,0.2857142857142857,0,0.75,0.25,0,0,0.125,0.125,0.75,2,2,2,2,2,2.5,0.6,0.4,0,0.1875,0.375,0.25,0.1875,0.1,0.5,0.4,0,0.3333333333333333,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0.36363636363636365,0,0.18181818181818182,0,0,0.45454545454545453,0,0,0.9,0.1,0,0,0,0,0,0,0,0,1,0,0.4444444444444444,0,0,0.4444444444444444,0.1111111111111111,0,0.14285714285714285,0.8571428571428571,0,0,0,0,0,0,0.4,0.6,1,0,0,0.5,0.5,0,0.4444444444444444,0,0,0.4444444444444444,0,0.1111111111111111,0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0
0.1111111111111111,0.3333333333333333,0,0,0,0,0,0.5555555555555556,0.35714285714285715,0,0.2857142857142857,0.2857142857142857,0,0.07142857142857142,0,0.7142857142857143,0.2857142857142857,0,0,0,0,0,1,0,0,0,0,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.07692307692307693,0,0,1,1,1.5,1.5,1.5,1.5,1,1,0,0,0,0,0,0,0.16666666666666666,0.3333333333333333,0.5,0,0.125,0.375,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3076923076923077,0.46153846153846156,0,0.23076923076923078,0,0.125,0.125,0,0.75,0,0,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0.5,0,0.5,0,1,0,0.8571428571428571,0.14285714285714285,0,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0
0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0.75,0.25,0,0,0,0.2222222222222222,0,0.3333333333333333,0.2222222222222222,0,0,0.2222222222222222,0.6666666666666666,0.3333333333333333,0,0,0,0,1,2,2,2,3,3,3,0.6,0.4,0,0,0.75,0.25,0,0,0.75,0.25,0,0,0,0,0,0,0.75,0.25,0,0,0,0.25,0,0,0.75,0,0,0,0,1,0,0,0,0,0,0.16666666666666666,0,0.3333333333333333,0.5,0,0,0,0,1,0,0,0.25,0.75,0,0,0,0,0,0.75,0,0.25,1,0,0,0,1,0,0,0.25,0.75,0,0,0,0,0.375,0.375,0,0.25
0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1111111111111111,0,0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.05555555555555555,0,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0,0,0,0.23809523809523808,0,0.14285714285714285,0.2857142857142857,0,0.3,0.2,0.4,0.1,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5,1,1.5,2,3,3,0.75,0.25,0,0.6,0.2,0.2,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0.26666666666666666,0,0.4,0,0,0.3333333333333333,0,0,0,0,0.16666666666666666,0,0.5,0,0.3333333333333333,0,0,0.46153846153846156,0.23076923076923078,0.15384615384615385,0,0,0.15384615384615385,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6,0.2,0.2,0,1,0,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0.3333333333333333,0.4166666666666667,0.25,0
0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3076923076923077,0,0.25,0.25,0.125,0.25,0.125,0,0.5,0.5,0,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.16666666666666666,0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.5,0.16666666666666666,0,0,0,1,0,0,0,1,2,2,0.6,0.4,0,0.2,0.6,0.2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6666666666666666,0,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0.5,0.5,1,0,0,0.75,0.25,0,0.4,0,0,0,0.2,0.4,0,0.25,0.5,0.25,0
0,0.058823529411764705,0.29411764705882354,0.29411764705882354,0.11764705882352941,0,0,0.23529411764705882,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0,0,0,0.75,0.25,0,0.09523809523809523,0.19047619047619047,0.047619047619047616,0,0.09523809523809523,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.09523809523809523,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0,0,1,0,0,0.5,1,1.5,3,0.8571428571428571,0.14285714285714285,0,0.3333333333333333,0.6666666666666666,0,0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.2,0,0,0.4,0.4,0,0,0,0.35294117647058826,0,0.35294117647058826,0.29411764705882354,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.25,0,0.75,0.25,0.75,0,1,0,0,0,0,0,0,0.14285714285714285,0.8571428571428571,0,0.2,0.5,0,0.3
0,0.06666666666666667,0.2,0.26666666666666666,0.2,0.13333333333333333,0,0.13333333333333333,0.1,0.4,0.2,0,0,0.3,0,0.75,0.25,0,0.4444444444444444,0,0,0,0.2222222222222222,0,0,0.2222222222222222,0.1111111111111111,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0.2,0.4,0.4,1,2,2,3,3,3,0.75,0.25,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0,0.2,0.4,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.16666666666666666,0,0.8333333333333334,0,0,0,0,1,0,0,0,0,0,0.6666666666666666,0,0,0.3333333333333333,0,0,0.16666666666666666,0.3333333333333333,0.5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.5,0,0,0,0.5,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0,0.034482758620689655,0.09852216748768473,0.11330049261083744,0.04926108374384237,0.009852216748768473,0,0.6945812807881774,0.023364485981308414,0.1308411214953271,0.3504672897196262,0.294392523364486,0.037383177570093455,0.14953271028037382,0.014018691588785048,0.8225806451612904,0.12903225806451613,0.048387096774193554,0.013745704467353952,0.058419243986254296,0.058419243986254296,0.027491408934707903,0.29553264604810997,0,0,0.27835051546391754,0.26804123711340205,0.8095238095238095,0.15873015873015872,0.031746031746031744,0,0.06542056074766354,0.009345794392523364,0.9252336448598131,0.3235294117647059,0.35294117647058826,1.1176470588235294,1.411764705882353,1.588235294117647,2.8529411764705883,0.9107142857142858,0.08928571428571429,0.006172839506172839,0.14814814814814817,0.4567901234567901,0.37037037037037035,0.01851851851851852,0.10958904109589042,0.3767123287671233,0.5136986301369864,0,0,0,0,0,0,0.3081395348837209,0.5930232558139535,0.09883720930232559,0,0,0.5024630541871921,0,0,0.48768472906403937,0.009852216748768473,0,0.13865546218487396,0,0.4159663865546218,0.42436974789915966,0,0.02100840336134454,0,0,0.25,0,0,0.75,0,0,0,0,0,1,0,0.5,0.17857142857142858,0.23214285714285715,0.08035714285714286,0.008928571428571428,0,0.10135135135135136,0.22972972972972974,0,0.668918918918919,0.15,0.85,0,0.5196850393700787,0.4803149606299213,0,0,0,0.7864077669902912,0,0.21359223300970875,0,0,0.37362637362637363,0.37362637362637363,0,0.25274725274725274
0.17647058823529413,0.17647058823529413,0.29411764705882354,0.11764705882352941,0.11764705882352941,0.058823529411764705,0,0.058823529411764705,0.5,0.3333333333333333,0,0,0,0.16666666666666666,0,0.5,0.3333333333333333,0.16666666666666666,0.5,0.125,0.125,0.125,0,0,0.125,0,0,0.125,0.25,0.375,0.25,0.2,0.2,0.6,0,0,0,1,1,3,1,0,0.125,0.375,0.375,0.125,0,0.4,0.6,0,0.125,0.25,0.375,0.25,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0.16666666666666666,0.8333333333333334,0,0,0,0,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0,0,1,0,0,0,0.375,0.125,0.125,0.375,0.75,0.25,0.25,0.75,0,0,0.4,0,0.6,0,0,0,0,0.5,0.5,0,0
0.09090909090909091,0,0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.09090909090909091,0,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0,1,0,0,0.3076923076923077,0.07692307692307693,0.07692307692307693,0,0.3076923076923077,0,0.23076923076923078,0,0,0.4,0.6,0,0,0,0.5,0.5,1,1,1,1,2,3,0.75,0.25,0,0,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0.3333333333333333,0,0.5,0,0.16666666666666666,0,0,0,0,0.375,0.25,0,0.25,0.125,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,0.25,0.25,0.25,1,0,0,0.75,0.25,0,0,1,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.05555555555555555,0,0,0.3333333333333333,0.4166666666666667,0,0.25,0,0,0,0.4,0.3,0.3,0.2413793103448276,0.13793103448275862,0.06896551724137931,0.034482758620689655,0.2413793103448276,0,0.13793103448275862,0.06896551724137931,0.06896551724137931,0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.16666666666666666,0,0.8333333333333334,0,0,1.5,3,3,3,0.8571428571428571,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0,0.2,0.6,0.2,0,0,0,0.09090909090909091,0,0,0,0.9090909090909091,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.25,0.25,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.25,0,0.5,1,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,1,0,0,0.45454545454545453,0.5454545454545454,0
0,0,0.25,0.25,0.25,0.25,0,0,0.25,0.5,0,0,0,0.25,0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285,0,0,0.21428571428571427,0.21428571428571427,0,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0,0.6666666666666666,0,0,2,3,3,3,1,0,0.1,0.3,0.3,0.2,0.1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.6,0,0.2,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,0,0,0.25,0,0,0.75,0,0,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.23529411764705882,0,0.11764705882352941,0.375,0.25,0,0,0.125,0.25,0,1,0,0,0,0.25,0.3125,0.0625,0.0625,0,0.0625,0.0625,0.1875,0.16666666666666666,0.5,0.3333333333333333,0,0,0,1,0,0,0,1,3,3,1,0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0,0.25,0.5,0.25,0,0.375,0.25,0.125,0,0,0.25,0,0,0,0.125,0.375,0,0.375,0,0.125,0,0,0,0,0.2,0.8,0,0,0,0.25,0.75,0,0,0,0.4,0,0,0.6,0,0,0,0,0,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.25,0.75,0.75,0.25,0,0,0,0.75,0.25,0,0,0,0,0.5,0.5,0,0
0.045454545454545456,0.18181818181818182,0.22727272727272727,0.22727272727272727,0.18181818181818182,0.045454545454545456,0,0.09090909090909091,0.3333333333333333,0.4444444444444444,0,0,0.1111111111111111,0.1111111111111111,0,0.6,0.4,0,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.2631578947368421,0,0.21052631578947367,0.10526315789473684,0.05263157894736842,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0.3333333333333333,0.6666666666666666,0,1,1,3,3,3,1,0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0,0.4,0.6,0,0,0.08333333333333333,0.25,0.3333333333333333,0.25,0,0.08333333333333333,0,0,0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0,0,0.16666666666666666,0,0,0,0.16666666666666666,0.8333333333333334,0,0,0,0,0.25,0.75,0,0,0,0.5,0,0,0.25,0.25,0,0,1,0,0,0,0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,1,0,0,0.75,0.25,0,0.2,0.6,0,0,0.2,0,0,0.5,0.5,0,0
0.1111111111111111,0,0,0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,0,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.07692307692307693,0,1,0,0,0.23076923076923078,0.07692307692307693,0.07692307692307693,0,0.3076923076923077,0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.2,0.2,0.6,1,1,1,1,1,3,0.5,0.5,0,0,0.6,0.4,0,0.25,0.5,0.25,0,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.07692307692307693,0,0.15384615384615385,0,0,0.1,0.1,0.3,0.3,0.1,0,0.1,0,0,0,0.4,0.6,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,0,0,0,0,1,1,0,0,0.75,0.25,0,0,0.16666666666666666,0.16666666666666666,0,0.3333333333333333,0.3333333333333333,0,0.25,0.5,0.25,0
0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.19047619047619047,0,0.14285714285714285,0.23076923076923078,0.3076923076923077,0.15384615384615385,0.15384615384615385,0,0.15384615384615385,0,1,0,0,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.17647058823529413,0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0,0,1,0,0,1,2,2,3,0.75,0.25,0,0,0.3333333333333333,0.5,0.16666666666666666,0,0.6,0.4,0,0,0,0,0,0.3333333333333333,0.16666666666666666,0.5,0,0,0,0,0,0,0,1,0,0,0,0.16666666666666666,0.5,0.16666666666666666,0,0.16666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.25,0.75,0.25,0.75,0,0,0,0,1,0,0,0,0,0.375,0.375,0,0.25
0,0,0,0,0.2,0.2,0,0.6,0,0.25,0.25,0.25,0,0.25,0,0.75,0.25,0,0,0,0,0,0.4444444444444444,0,0.2222222222222222,0.3333333333333333,0,0.6,0.4,0,0,0,0,1,0,1,1,3,3,3,0.75,0.25,0,0.2,0.6,0.2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0.25,0,0.75,0.25,0.75,0.4,0.4,0.2,0,0,0,0,0,1,0,0,0.4,0.6,0,0
0,0,0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0,0.14285714285714285,0,0.5,0.5,0,0,0,0,1,0,0,0.07142857142857142,0.07142857142857142,0,0,0.2857142857142857,0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.5,0.5,0,0,0,0,1,0,0,0,1,3,3,0.75,0.25,0,0.2,0.4,0.4,0,0.6,0.4,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0.4,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0.25,0.25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.6,0,0,0.4
0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.2631578947368421,0.23684210526315788,0.13157894736842105,0.2857142857142857,0.37142857142857144,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.11428571428571428,0.14285714285714285,0.75,0.25,0,0.20253164556962025,0.11392405063291139,0.0759493670886076,0.08860759493670886,0.16455696202531644,0.05063291139240506,0.16455696202531644,0.13924050632911392,0,0.2631578947368421,0.42105263157894735,0.2631578947368421,0.05263157894736842,0.3076923076923077,0.15384615384615385,0.5384615384615384,0.25,0.25,1,1,1.5,2.75,0.75,0.25,0.18181818181818182,0.2727272727272727,0.4090909090909091,0.13636363636363635,0,0.4375,0.4375,0.125,0,0.15384615384615385,0.25,0.1346153846153846,0.057692307692307696,0.11538461538461539,0.1346153846153846,0.15384615384615385,0,0,0,0.8125,0.125,0,0,0.0625,0,0,0,0.32,0.44,0.04,0.2,0,0,0.07692307692307693,0.9230769230769231,0,0,0,0,0,0,0,1,0,0,0,0.15384615384615385,0.8461538461538461,0,0,0.6875,0.3125,0,0,0.3076923076923077,0.6923076923076923,0.25,0,0.75,1,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0,0.4166666666666667,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.23076923076923078,0,0.5,0.3333333333333333,0.16666666666666666,0,0,0,0,1,0,0,0,0,0.375,0.375,0.125,0.125,0,0,1,0,1,2,3,3,3,0.6,0.4,0,0.2,0.4,0.4,0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0,0,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0.75,0.25,0,0.42857142857142855,0.5714285714285714,0,0,0,0,0,0,0,0,0,1,0,0.3333333333333333,0,0,0.5,0.16666666666666666,0,0,0.25,0.75,0,0,0,0.16666666666666666,0.3333333333333333,0,0.5,0.4,0.6,0,0.4,0.6,0,0,0.16666666666666666,0.3333333333333333,0,0,0.5,0,0.2,0.4,0,0.4
