longitudinal_distribution_cr,longitudinal_distribution_er,longitudinal_distribution_mr,longitudinal_distribution_hr,longitudinal_distribution_ep,longitudinal_distribution_mp,longitudinal_distribution_est,longitudinal_distribution_out,transversal_distribution_rich,transversal_distribution_bcsa,transversal_distribution_ppdsa,transversal_distribution_mapb,transversal_distribution_tmpw,transversal_distribution_lake,transversal_distribution_gw,altitude_low,altitude_pie,altitude_alt,substrate_fbcp,substrate_grvl,substrate_sand,substrate_silt,substrate_macp,substrate_micp,substrate_twro,substrate_odli,substrate_mud,current_velocity_null,current_velocity_slow,current_velocity_medium,current_velocity_fast,temperature_psy,temperature_the,temperature_eut,p_h_4,p_h_4_4_5,p_h_4_5_5,p_h_5_5_5,p_h_5_5_6,p_h_6,salinity_frw,salinity_brw,saprobity_x,saprobity_o,saprobity_b,saprobity_a,saprobity_p,trophic_status_oli,trophic_status_meso,trophic_status_eu,food_mior,food_detl1,food_dpg1,food_limi,food_lima,food_dag1,food_lmic,food_lmac,food_vert,feeding_habits_abs,feeding_habits_dpf,feeding_habits_shr,feeding_habits_scr,feeding_habits_fif,feeding_habits_pie,feeding_habits_pre,feeding_habits_par,locomotion_flr,locomotion_ssw,locomotion_wsw,locomotion_crw,locomotion_bur,locomotion_int,locomotion_tat,locomotion_pat,respiration_teg,respiration_gil,respiration_pls,respiration_spi,respiration_ves,resistance_forms_egg,resistance_forms_coc,resistance_forms_hou,resistance_forms_did,resistance_forms_non,maximal_potential_size_0_25_cm,maximal_potential_size_0_25_0_5_cm,maximal_potential_size_0_5_1_cm,maximal_potential_size_1_2_cm,maximal_potential_size_2_4_cm,maximal_potential_size_4_8_cm,maximal_potential_size_8_cm,dispersal_aquatic_passive,dispersal_aquatic_active,dispersal_aerial_passive,dispersal_aerial_active,life_cycle_duration_1_year,life_cycle_duration_1_year_2,potential_number_of_cycles_per_year_1,potential_number_of_cycles_per_year_1_2,potential_number_of_cycles_per_year_1_3,reproduction_ovo,reproduction_fie,reproduction_cie,reproduction_fic,reproduction_frc,reproduction_vec,reproduction_tec,reproduction_ase,aquatic_stages_egg,aquatic_stages_larva,aquatic_stages_nymph,aquatic_stages_adult
0.125,0.1875,0.1875,0.1875,0.125,0.0625,0,0.125,0.1,0.4,0.2,0,0,0.3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.13636363636363635,0.18181818181818182,0.09090909090909091,0.18181818181818182,0,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.1111111111111111,0.5555555555555556,0.3333333333333333,0,0,0,1,0,0,0,0,0.5,1.5,1,0,0.09090909090909091,0.2727272727272727,0.5454545454545454,0.09090909090909091,0,0.625,0.375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8333333333333334,0,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0.2,0.4,0,0.4,0.75,0.25,0.25,0.75,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0.2857142857142857,0.42857142857142855,0,0.2857142857142857,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0,1,0,0,0.25,0,0,0,0.75,0,0,0,0,0.6,0.4,0,0,0,0.25,0.75,0,0,0,0,1,3,0.75,0.25,0,0.2,0.6,0.2,0,0,0.4,0.6,0,0.2,0.6,0,0,0,0.2,0,0,0,0,0.75,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0,0.25,0.75,0,1,0,1,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0.14285714285714285,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.09523809523809523,0,0.047619047619047616,0.4444444444444444,0.3333333333333333,0,0,0.1111111111111111,0.1111111111111111,0,0.5,0.3333333333333333,0.16666666666666666,0.25,0.125,0.0625,0,0.3125,0,0.1875,0.0625,0,0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,0,1,1,1,1,2,3,3,0.75,0.25,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.09090909090909091,0,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0.375,0.5,0,0.125,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0.5,0,0,0,0.5,0,0,0.75,0.25,0,0,0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,1,0,0,0.4,0.6,0,0,0.25,0.75,0,0,0,0,0.5,0.5,0,0
0.25,0.2916666666666667,0.125,0.04166666666666667,0.08333333333333334,0.08333333333333334,0,0.125,0.25,0.45833333333333337,0.08333333333333334,0.04166666666666667,0.08333333333333334,0.08333333333333334,0,0.7777777777777778,0.22222222222222227,0,0.23255813953488372,0.06976744186046512,0.11627906976744186,0,0.1627906976744186,0,0.13953488372093023,0.27906976744186046,0,0.10526315789473685,0.631578947368421,0.2631578947368421,0,0.6363636363636362,0,0.36363636363636365,0,0.2,0.2,0.6,1.2,2.8,1,0,0.37499999999999994,0.5,0.0625,0.0625,0,0.4285714285714286,0.28571428571428575,0.28571428571428575,0,0.1282051282051282,0.23076923076923075,0.41025641025641024,0,0.23076923076923075,0,0,0,0,0.05882352941176471,0.7647058823529412,0.17647058823529413,0,0,0,0,0,0,0,0.9615384615384615,0,0,0.038461538461538464,0,0.8235294117647058,0.17647058823529413,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.8333333333333333,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.923076923076923,0.07692307692307693,0.19999999999999998,0.7999999999999999,0,0,0,0,0.8571428571428572,0.14285714285714288,0,0,0,0.3409090909090909,0.3181818181818181,0.3409090909090909,0
0,0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.2727272727272727,0,0.18181818181818182,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0.6,0.4,0,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.2631578947368421,0.15789473684210525,0,0,0.15789473684210525,0.6,0.4,0,0,0,0,1,0,1,1,1,2,3,0.5,0.5,0,0,0.6,0.4,0,0,0.6,0.4,0,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0.75,0.25,0,0,0,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,0,0.75,0.25,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0.5,0.5,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0.5
0.07142857142857142,0.16666666666666669,0.2380952380952381,0.2380952380952381,0.16666666666666669,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.4,0.4,0.13333333333333333,0.06666666666666667,0,0,0,0.6923076923076924,0.23076923076923078,0.07692307692307693,0.4482758620689655,0.10344827586206898,0,0.034482758620689655,0.27586206896551724,0,0.10344827586206898,0.034482758620689655,0,0,0.23529411764705885,0.5294117647058824,0.23529411764705885,0.5,0,0.5,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,1,0,0.10526315789473684,0.42105263157894735,0.42105263157894735,0.05263157894736842,0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0,0.1724137931034483,0.1724137931034483,0.20689655172413796,0.3103448275862069,0,0.13793103448275862,0,0,0,0.043478260869565216,0.30434782608695654,0.2608695652173913,0.34782608695652173,0,0.043478260869565216,0,0,0,0,0.5,0,0,0.5,0,0.6,0.4,0,0,0,0,0,0,0,1,0,0.0909090909090909,0.6363636363636364,0.2727272727272727,0,0,0,0,0.25,0.25,0.5,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.8888888888888888,0,0,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,0,0.14285714285714285,0,0.5,0.3333333333333333,0,0,0.16666666666666666,0,0.5,0.5,0,0.14285714285714285,0,0.42857142857142855,0,0,0,0,0,0.42857142857142855,0.5,0.3333333333333333,0.16666666666666666,0,0,0,1,0,0,0,3,3,2,1,0,0.125,0.25,0.375,0.25,0,0.75,0.25,0,0.1111111111111111,0.2222222222222222,0,0.2222222222222222,0,0,0.2222222222222222,0.2222222222222222,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0.4,0,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333
0.8,0.2,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0.5,0.5,0,0.4,0,0,0,0.4,0,0,0,0.2,0,0.25,0.5,0.25,1,0,0,0,0,0,0,0,0,1,0,0.75,0.25,0,0,0,1,0,0,0,0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0.75,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0,0,0.5
0,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.23529411764705882,0,0.23529411764705882,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.23076923076923078,0,0.75,0.25,0,0.08333333333333333,0.08333333333333333,0.125,0.125,0.16666666666666666,0,0.08333333333333333,0.125,0.20833333333333334,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,0,0.25,0.75,0,0,1,1,2,3,0.75,0.25,0,0.2,0.6,0.2,0,0.16666666666666666,0.5,0.3333333333333333,0.1,0.4,0.2,0.1,0.1,0.1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0,0,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.4,0.6,0,0,0,0,0.4,0.2,0.2,0.2,1,0,0,0.25,0.75,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0.5,0.5,0,0
0.0625,0.0625,0.1875,0.1875,0.1875,0.1875,0,0.125,0.1,0.3,0.1,0.2,0,0.3,0,0.6,0.4,0,0.1,0.15,0.05,0.05,0.2,0,0.2,0.2,0.05,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0,0,1,0,0,0,3,3,3,1,0,0,0.16666666666666666,0.5,0.3333333333333333,0,0.3333333333333333,0.5,0.16666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0.8,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0.5,0.5,0,0,0,0.2,0.6,0.2,0,0.4,0.2,0,0.4,0.5,0.5,0.25,0.75,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0
0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0,0.3076923076923077,0,0.2,0.3,0.3,0.1,0.1,0,1,0,0,0.2,0,0,0.2,0.6,0,0,0,0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0,0,0,1,0,0,0,0,0,1.5,1,0,0,0,0.375,0.625,0,0.2222222222222222,0.4444444444444444,0.3333333333333333,0,0,0.2727272727272727,0,0.2727272727272727,0,0,0.2727272727272727,0.18181818181818182,0,0,0.4166666666666667,0.16666666666666666,0,0,0.4166666666666667,0,0,0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14285714285714285,0.8571428571428571,0,1,0,0,0,1,0,1,0,0.5,0,0,0.5,0,0,0,0,0.35294117647058826,0.35294117647058826,0,0.29411764705882354
0.0606060606060606,0.1212121212121212,0.1212121212121212,0.1212121212121212,0.09090909090909091,0.09090909090909091,0.15151515151515152,0.2424242424242424,0,0.21428571428571427,0.2857142857142857,0.10714285714285714,0.14285714285714285,0.25,0,0.7000000000000001,0.3,0,0.037037037037037035,0.0925925925925926,0.16666666666666666,0.05555555555555555,0.14814814814814814,0.12962962962962965,0.1851851851851852,0.018518518518518517,0.16666666666666666,0.6,0.33333333333333337,0.06666666666666667,0,0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,1,1,1,2,0.5833333333333334,0.4166666666666667,0,0.28571428571428575,0.28571428571428575,0.28571428571428575,0.14285714285714288,0.28571428571428575,0.4285714285714286,0.28571428571428575,0,0.05,0.1,0.45000000000000007,0.05,0.05,0.2,0.1,0,0,0.30000000000000004,0.2,0.2,0,0,0.30000000000000004,0,0,0.1111111111111111,0.16666666666666666,0.5,0.2222222222222222,0,0,0,0,1,0,0,0,0.18181818181818182,0,0,0,0.8181818181818182,0,0.25,0.25,0.5,0,0,0,0.3,0.09999999999999999,0,0.6,1,0,0,0.6000000000000001,0.4,0,0,0.09999999999999999,0.8999999999999999,0,0,0,0,0.06666666666666667,0.5333333333333333,0.4,0
0.07142857142857142,0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0,0.14285714285714285,0.5714285714285714,0,0.09090909090909091,0.3181818181818182,0.22727272727272727,0.22727272727272727,0.13636363636363635,0,1,0,0,0,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.11764705882352941,0,0,0,0.47058823529411764,0.75,0.25,0,0,0.14285714285714285,0,0.8571428571428571,1,1,2,2,2,2.5,0.75,0.25,0,0.16666666666666666,0.5,0.3333333333333333,0,0.125,0.5,0.375,0,0.07142857142857142,0,0,0,0.07142857142857142,0.5,0.35714285714285715,0,0,0.125,0.125,0,0,0,0.75,0,0,0.08333333333333333,0.8333333333333334,0.08333333333333333,0,0,0,0,0.6666666666666666,0,0,0.1111111111111111,0.2222222222222222,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0.3333333333333333,0.6666666666666666,0,0,1,0,0,0.75,0.25,0,0.5714285714285714,0,0,0.42857142857142855,0,0,0,0.29411764705882354,0.35294117647058826,0.35294117647058826,0
0.14,0.16,0.12,0.12,0.12,0.1,0.04,0.2,0.027777777777777776,0.3333333333333333,0.1388888888888889,0.08333333333333333,0.16666666666666666,0.25,0,0.4117647058823529,0.4117647058823529,0.17647058823529413,0.15,0.06666666666666667,0.13333333333333333,0.08333333333333333,0.23333333333333334,0,0.1,0.06666666666666667,0.16666666666666666,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.35,0.2,0.45,1.25,1.5,2,2.25,2.25,2.25,0.75,0.25,0.125,0.3125,0.28125,0.1875,0.09375,0.17647058823529413,0.4117647058823529,0.4117647058823529,0.02857142857142857,0.2857142857142857,0.05714285714285714,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.2,0.17142857142857143,0,0,0.23076923076923078,0.15384615384615385,0.19230769230769232,0.11538461538461539,0,0.2692307692307692,0.038461538461538464,0,0,0.23333333333333334,0.3333333333333333,0.2,0.1,0.13333333333333333,0,0.75,0.25,0,0,0,0,0,0,0.14285714285714285,0.8571428571428571,0,0.15,0.5,0.25,0.1,0,0,0.30434782608695654,0.17391304347826086,0.34782608695652173,0.17391304347826086,1,0,0,0.5384615384615384,0.46153846153846156,0.1111111111111111,0,0,0.2222222222222222,0.6666666666666666,0,0,0,0,0.5,0.5,0
0.14,0.16,0.12,0.12,0.12,0.1,0.04,0.2,0.027777777777777776,0.3333333333333333,0.1388888888888889,0.08333333333333333,0.16666666666666666,0.25,0,0.4117647058823529,0.4117647058823529,0.17647058823529413,0.15,0.06666666666666667,0.13333333333333333,0.08333333333333333,0.23333333333333334,0,0.1,0.06666666666666667,0.16666666666666666,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.35,0.2,0.45,1.25,1.5,2,2.25,2.25,2.25,0.75,0.25,0.125,0.3125,0.28125,0.1875,0.09375,0.17647058823529413,0.4117647058823529,0.4117647058823529,0.02857142857142857,0.2857142857142857,0.05714285714285714,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.2,0.17142857142857143,0,0,0.23076923076923078,0.15384615384615385,0.19230769230769232,0.11538461538461539,0,0.2692307692307692,0.038461538461538464,0,0,0.23333333333333334,0.3333333333333333,0.2,0.1,0.13333333333333333,0,0.75,0.25,0,0,0,0,0,0,0.14285714285714285,0.8571428571428571,0,0.15,0.5,0.25,0.1,0,0,0.30434782608695654,0.17391304347826086,0.34782608695652173,0.17391304347826086,1,0,0,0.5384615384615384,0.46153846153846156,0.1111111111111111,0,0,0.2222222222222222,0.6666666666666666,0,0,0,0,0.5,0.5,0
